도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,행정동
"['천중로31길', '천중로']",주거지 도로,37.5422197,127.1360215,37.5426906,127.1359153,37.542455149999995,127.1359684,114.18114514562838,,,,"[419336874, 419336875]",,,,,천호동
천중로30길,주거지 도로,37.5424278,127.1346913,37.5421794,127.1349151,37.5423036,127.1348032,33.94487684772769,,,,790615448,,,,,천호동
도봉로14길,주거지 도로,37.6152919,127.0308177,37.6152963,127.030503,37.6152941,127.03066035,27.723282360527957,,,,380249111,,,,,미아동
도봉로10길,주거지 도로,37.6152919,127.0308177,37.6155565,127.0308349,37.6154242,127.0308263,29.462955688031226,,,,415395382,,2,,,미아동
도봉로10길,주거지 도로,37.6152919,127.0308177,37.6142496,127.0309204,37.614770750000005,127.03086905,116.44935508203024,,,,415395382,,2,,,미아동
오패산로,3차로,37.6120583,127.034855,37.611808,127.0349724,37.61193315,127.0349137,29.69118380628913,,,,518796208,,,,,미아동
오패산로,3차로,37.6120583,127.034855,37.6121611,127.0348068,37.612109700000005,127.0348309,12.1938559525408,,,,518796208,,,,,미아동
오패산로,주거지 도로,37.6120583,127.034855,37.612178,127.0344373,37.61211815,127.03464615,47.888632953452365,,,,380249144,,,,,미아동
오패산로,,37.4703697,127.1318733,37.4699949,127.1315408,37.470182300000005,127.13170705,51.381083716294334,,,,903231701,,,True,,장지동
오패산로,,37.4703697,127.1318733,37.4703084,127.1311075,37.47033905,127.1314904,68.2552126707105,,,,903231705,,,True,,장지동
오패산로,,37.4702994,127.1320181,37.4728589,127.1314767,37.47157915,127.1317474,313.8145527962916,,yes,,1313783494,,,True,,장지동
솔샘로59길,주거지 도로,37.6185666,127.0253188,37.6188898,127.0253928,37.6187282,127.0253558,36.861444080461894,,,,380618466,,,,,미아동
솔샘로59길,주거지 도로,37.6185666,127.0253188,37.6184349,127.0252543,37.618500749999995,127.02528655,15.88949789644126,,,,380618466,,,,,미아동
솔샘로59길,주거지 도로,37.6185666,127.0253188,37.6183349,127.0257183,37.61845075,127.02551855,43.643431974333566,,,,380618540,,,,,미아동
솔샘로59길,주거지 도로,37.64507,127.0217487,37.644852,127.022116,37.644960999999995,127.02193235,40.41559255518592,,,,413689016,,,,,수유동
노해로23길,주거지 도로,37.64507,127.0217487,37.6454832,127.0210525,37.6452766,127.0214006,76.6050719045057,,,,792088700,,,,,수유동
노해로23길,주거지 도로,37.64507,127.0217487,37.6448073,127.0215109,37.64493865,127.0216298,35.939482796208154,,,,913865929,,,,,수유동
인수봉로,주거지 도로,37.6422971,127.011292,37.6425613,127.0109434,37.642429199999995,127.0111177,45.490121946812025,,,,380786065,,,,,수유동
제기로36길,주거지 도로,37.5850338,127.0489151,37.5852797,127.0490273,37.58515675,127.0489712,29.07539157188156,,,,794254759,20.0,1,,,청량리동
왕산로47길,주거지 도로,37.5850338,127.0489151,37.5851847,127.0493586,37.58510925,127.04913685,44.52723908148576,,,,379568686,,,,,청량리동
제기로36길,주거지 도로,37.5850338,127.0489151,37.5849535,127.0488291,37.58499365,127.0488721,11.769019971002995,,,,794254759,20.0,1,,,청량리동
전농로20길,주거지 도로,37.5806958,127.0574925,37.5802084,127.057331,37.5804521,127.05741175,56.03391438786387,,,,379798235,,,,,전농동
덕릉로55길,주거지 도로,37.638179,127.0376377,37.6385785,127.0369843,37.63837875,127.037311,72.68968559795732,,,,380096666,,,,,창동
