도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부
중랑천로5길,주거지 도로,37.5901526,127.0721535,37.5902381,127.0727909,37.59019535,127.07247219999999,56.96053630736419,,,,371237996,,,,
망우로26길,주거지 도로,37.5901526,127.0721535,37.5893576,127.0723331,37.589755100000005,127.0722433,89.80533144929981,,,,378574904,,,True,
망우로30길,주거지 도로,37.5919986,127.0749698,37.5909057,127.0754512,37.591452149999995,127.0752105,128.71454514552087,,,,371238003,,,,
망우로30길,주거지 도로,37.5919986,127.0749698,37.5926664,127.0746974,37.5923325,127.0748336,78.03840052473112,,,,371238003,,,,
중랑천로10길,주거지 도로,37.5919986,127.0749698,37.5924837,127.0768809,37.59224115,127.07592535,176.8118776492569,,,,409237515,,,,
중랑천로10길,주거지 도로,37.5919986,127.0749698,37.5914831,127.0730221,37.591740849999994,127.07399595000001,180.92905679813992,,,,409237515,,,,
망우로32길,주거지 도로,37.5924837,127.0768809,37.5918443,127.0771523,37.592164,127.07701660000001,75.01168639480224,,,,371238004,,,,
망우로32길,주거지 도로,37.5924837,127.0768809,37.5931572,127.0766015,37.592820450000005,127.0767412,78.83209883706061,,,,371238004,,,,
중랑천로10길,주거지 도로,37.5924837,127.0768809,37.592698,127.0776882,37.59259085,127.07728455,75.01456930686297,,,,409237515,,,,
중랑천로10길,주거지 도로,37.5924837,127.0768809,37.5919986,127.0749698,37.59224115,127.07592535,176.8118776492569,,,,409237515,,,,
동일로109가길,주거지 도로,37.5929555,127.0786579,37.5930658,127.0787164,37.59301065,127.07868715000001,13.303839232115653,,,,371238005,,,,
동일로109가길,주거지 도로,37.5929555,127.0786579,37.5926134,127.0788024,37.592784449999996,127.07873015,40.11384227475827,,,,371238005,,,,
중랑천로10길,주거지 도로,37.5929555,127.0786579,37.5928438,127.0782374,37.59289965,127.07844765,39.075571638131365,,,,409237515,,,,
망우로36길,3차로,37.5935015,127.078935,37.5934146,127.0792009,37.59345805,127.07906795,25.34203682537081,,,,37402665,,2,,
망우로36길,3차로,37.5935015,127.078935,37.5936083,127.0786083,37.5935549,127.07877165,31.137906200333198,,,,37402665,,2,,
동일로109가길,주거지 도로,37.5935015,127.078935,37.5930658,127.0787164,37.593283650000004,127.07882570000001,52.13578986194297,,,,371238005,,,,
중랑천로12길,주거지 도로,37.5922287,127.0728871,37.5926664,127.0746974,37.59244755,127.07379225,166.76167026740958,,,,371237995,,,,
중랑천로12길,주거지 도로,37.5926664,127.0746974,37.5928012,127.0752239,37.5927338,127.07496065000001,48.750037660497235,,,,371237995,,,,
망우로30길,주거지 도로,37.5926664,127.0746974,37.5919986,127.0749698,37.5923325,127.0748336,78.03840052473112,,,,371238003,,,,
중랑천로12길,주거지 도로,37.5926664,127.0746974,37.5922287,127.0728871,37.59244755,127.07379225,166.7616702674096,,,,371237995,,,,
망우로30길,주거지 도로,37.5926664,127.0746974,37.59345,127.0743992,37.5930582,127.0745483,91.00755264759715,,,,371238003,,,,
망우로32길,주거지 도로,37.5931572,127.0766015,37.5924837,127.0768809,37.592820450000005,127.0767412,78.83209883706061,,,,371238004,,,,
망우로32길,주거지 도로,37.5931572,127.0766015,37.5936432,127.0763992,37.593400200000005,127.07650035,56.90432701205406,,,,371238004,,,,
중랑천로12길,주거지 도로,37.5931572,127.0766015,37.5933153,127.0772003,37.593236250000004,127.0769009,55.61018912657187,,,,371237995,,,,
중랑천로12길,주거지 도로,37.5931572,127.0766015,37.5930281,127.0761046,37.59309265,127.07635305,46.07374695658325,,,,371237995,,,,
망우로36길,3차로,37.5938538,127.0778637,37.5941581,127.0773054,37.594005949999996,127.07758455,61.86872180355271,,,,37402665,,2,,
망우로36길,3차로,37.5938538,127.0778637,37.5937412,127.078202,37.593797499999994,127.07803285,32.334139625773545,,,,37402665,,2,,
중랑천로12길,주거지 도로,37.5938538,127.0778637,37.5934791,127.0776692,37.59366645,127.07776645,45.05141250805853,,,,371237995,,,,
중랑천로5길,주거지 도로,37.5903017,127.0732651,37.5902381,127.0727909,37.590269899999996,127.073028,42.37615106248484,,,,371237996,,,,
동일로109길,주거지 도로,37.5903017,127.0732651,37.5904832,127.0740108,37.590392449999996,127.07363795,68.73343197078812,,,,409237522,,,,
망우로30길,주거지 도로,37.5909057,127.0754512,37.5919986,127.0749698,37.591452149999995,127.0752105,128.71454514552087,,,,371238003,,,,
봉우재로5길,주거지 도로,37.5909057,127.0754512,37.5899452,127.0759483,37.59042545,127.07569975,115.435052818094,,,,409237513,,,,
동일로109길,주거지 도로,37.5909057,127.0754512,37.5914493,127.0773199,37.5911775,127.07638555,175.39430531636822,,,,409237522,,,,
동일로109길,주거지 도로,37.5909057,127.0754512,37.5904832,127.0740108,37.59069445,127.074731,135.3295526597894,,,,409237522,,,,
망우로32길,주거지 도로,37.5914493,127.0773199,37.5918443,127.0771523,37.5916468,127.0772361,46.33801389400289,,,,371238004,,,,
봉우재로13길,주거지 도로,37.5914493,127.0773199,37.59056,127.07778,37.59100465,127.07754995,106.8729112921164,,,,409237517,,,,
동일로109길,주거지 도로,37.5914493,127.0773199,37.5918213,127.0784945,37.5916353,127.0779072,111.45268415729309,,,,409237522,,,,
동일로109길,주거지 도로,37.5914493,127.0773199,37.5909057,127.0754512,37.5911775,127.07638555,175.39430531636822,,,,409237522,,,,
동일로109가길,주거지 도로,37.5920018,127.0790647,37.5926134,127.0788024,37.5923076,127.07893355,71.82656432793547,,,,371238005,,,,
동일로109길,주거지 도로,37.5920018,127.0790647,37.5921879,127.0801547,37.592094849999995,127.07960969999999,98.33825268710869,,,,409237522,,,,
동일로109길,주거지 도로,37.5920018,127.0790647,37.5918213,127.0784945,37.59191155,127.0787796,54.100147056282694,,,,409237522,,,,
겸재로3길,주거지 도로,37.5888042,127.0765986,37.5884665,127.0765809,37.588635350000004,127.07658975,37.582952889784075,,,,516724060,,,,
동일로101길,주거지 도로,37.5888042,127.0765986,37.5888554,127.0773734,37.5888298,127.076986,68.50610612293565,,,,371237997,,,,
봉우재로6길,주거지 도로,37.5888042,127.0765986,37.5899452,127.0759483,37.5893747,127.07627345,139.21227542130472,,,,409237533,,,,
동일로101길,주거지 도로,37.5888042,127.0765986,37.5880531,127.0744399,37.58842865,127.07551925,207.73672233834552,,,,1106689394,,,True,
봉우재로14길,주거지 도로,37.5889675,127.07822,37.5891973,127.0782133,37.5890824,127.07821665,25.559448798835806,,,,409237531,,,,
동일로101길,주거지 도로,37.5889675,127.07822,37.5888554,127.0773734,37.58891145,127.0777967,75.62977043920856,,,,371237997,,,,
동일로101길,주거지 도로,37.5889675,127.07822,37.5890649,127.0791253,37.5890162,127.07867265,80.49942897778384,,,,371237997,,,,
겸재로9길,주거지 도로,37.5889675,127.07822,37.5878403,127.0782736,37.5884039,127.0782468,125.42816570161894,,,,409237540,,,,
동일로95길,주거지 도로,37.584569,127.076145,37.5849002,127.0767884,37.584734600000004,127.0764667,67.60573888847289,,,,371238000,,,,
겸재로2길,3차로,37.584569,127.076145,37.58416,127.076485,37.5843645,127.076315,54.46019925019673,,,,482169120,,,True,
동일로91길,주거지 도로,37.582709,127.0777053,37.5829361,127.0781973,37.58282255,127.0779513,50.172730791069036,,,,371238001,,,,
동일로95길,주거지 도로,37.5849002,127.0767884,37.584569,127.076145,37.584734600000004,127.0764667,67.60573888847289,,,,371238000,,,,
동일로95길,주거지 도로,37.5849002,127.0767884,37.5848785,127.0773714,37.58488935,127.0770799,51.428615869479614,,,,371238000,,,,
겸재로4길,주거지 도로,37.5849002,127.0767884,37.5852815,127.0766704,37.58509085,127.0767294,43.655026467584676,,,,409237549,,,,
동일로95길,주거지 도로,37.5848526,127.0782746,37.5848129,127.0789685,37.584832750000004,127.07862155000001,61.30330575843953,,,,371238000,,,,
겸재로10길,주거지 도로,37.5848526,127.0782746,37.5856254,127.0783102,37.585239,127.07829240000001,85.98879865585856,,,,409237554,,,,
동일로95길,주거지 도로,37.5848526,127.0782746,37.5848665,127.0778277,37.58485955,127.07805115,39.41107770794805,,,,371238000,,,,
겸재로10길,주거지 도로,37.5848526,127.0782746,37.5829361,127.0781973,37.583894349999994,127.07823594999999,213.21454012787711,,,,409237554,,,,
겸재로22길,주거지 도로,37.5847626,127.0813318,37.5849613,127.0813453,37.584861950000004,127.08133855,22.12646354403514,,,,371238034,,,,
동일로96길,주거지 도로,37.5847626,127.0813318,37.5847502,127.0816908,37.5847564,127.0815113,31.663951824037134,,,,409237557,,,,
동일로96길,주거지 도로,37.5847626,127.0813318,37.5847882,127.0806599,37.5847754,127.08099585,59.2740284993073,,,,409237557,,,,
동일로96가길,주거지 도로,37.5847626,127.0813318,37.5843092,127.0813236,37.5845359,127.0813277,50.42108717457141,,,,576291461,,,,
동일로96길,주거지 도로,37.5847391,127.0820122,37.5847502,127.0816908,37.584744650000005,127.0818515,28.347614184209423,,,,409237557,,,,
겸재로24길,주거지 도로,37.5847391,127.0820122,37.5848879,127.0820224,37.584813499999996,127.08201729999999,16.570222186750414,,,,409237569,,,,
사가정로37길,주거지 도로,37.5847391,127.0820122,37.5842037,127.0819892,37.5844714,127.0820007,59.56833489708164,,,,576291463,,,,
동일로96길,주거지 도로,37.5847391,127.0820122,37.5847146,127.0826603,37.584726849999996,127.08233625,57.17343730194929,,,,409237557,,,,
동일로96나길,주거지 도로,37.5847146,127.0826603,37.5843907,127.0826501,37.58455265,127.0826552,36.0273007165258,,,,371238037,,,,
동일로96길,주거지 도로,37.5847146,127.0826603,37.5847107,127.0827529,37.58471265,127.0827066,8.171132610110508,,,,409237557,,,,
동일로96길,주거지 도로,37.5847146,127.0826603,37.5847391,127.0820122,37.584726849999996,127.08233625,57.17343730194929,,,,409237557,,,,
동일로96길,주거지 도로,37.5847068,127.0835123,37.5846984,127.08313,37.5847026,127.08332114999999,33.71576725050602,,,,1066014268,,,,
동일로91길,주거지 도로,37.5829361,127.0781973,37.5829334,127.07887,37.58293475,127.07853365,59.27835550744828,,,,371238001,,,,
동일로91길,주거지 도로,37.5829361,127.0781973,37.582709,127.0777053,37.58282255,127.0779513,50.172730791069036,,,,371238001,,,,
겸재로10길,주거지 도로,37.5829361,127.0781973,37.5848526,127.0782746,37.583894349999994,127.07823594999999,213.21454012787711,,,,409237554,,,,
겸재로10길,주거지 도로,37.5829361,127.0781973,37.5827821,127.0786828,37.5828591,127.07844005,57.61615800375638,,,,1081736469,,,,
동일로92길,주거지 도로,37.5834352,127.0797591,37.5833948,127.080623,37.583415,127.08019105,76.36001839172313,,,,371238002,,,,
봉우재로,3차로,37.5899452,127.0759483,37.5893617,127.07421,37.58965345,127.07507915,166.33914028531242,,,,37400907,,,,
봉우재로5길,주거지 도로,37.5899452,127.0759483,37.5909057,127.0754512,37.59042545,127.07569975,115.435052818094,,,,409237513,,,,
봉우재로6길,주거지 도로,37.5899452,127.0759483,37.5888042,127.0765986,37.5893747,127.07627345,139.21227542130472,,,,409237533,,,,
봉우재로,3차로,37.5899452,127.0759483,37.59017,127.0766181,37.5900576,127.0762832,64.09187622503427,,,,516724056,,,,
중랑천로2길,주거지 도로,37.5865706,127.0765197,37.5867363,127.0772715,37.58665345,127.0768956,68.7591034470659,,,,371238023,,,,
겸재로3길,주거지 도로,37.5865706,127.0765197,37.5878781,127.0765501,37.58722435,127.07653490000001,145.41224606701869,,,,409237547,,,,
중랑천로2길,주거지 도로,37.5865706,127.0765197,37.5860998,127.0749269,37.5863352,127.07572329999999,150.90448550788184,,,,371238023,,,,
겸재로3길,주거지 도로,37.5865706,127.0765197,37.5860067,127.0764898,37.58628865,127.07650475,62.7582340993069,,,,409237547,,,,
겸재로3길,주거지 도로,37.5860067,127.0764898,37.5865706,127.0765197,37.58628865,127.07650475,62.7582340993069,,,,409237547,,,,
동일로99길,주거지 도로,37.5878403,127.0782736,37.587854,127.077343,37.58784715,127.0778083,82.0122019403687,,,,371238006,,,,
동일로99길,주거지 도로,37.5878403,127.0782736,37.5878187,127.0790588,37.5878295,127.0786662,69.22810090689563,,,,371238006,,,,
겸재로9길,주거지 도로,37.5878403,127.0782736,37.5869867,127.0783243,37.5874135,127.07829895,95.02119659346447,,,,409237540,,,,
겸재로9길,주거지 도로,37.5878403,127.0782736,37.5889675,127.07822,37.5884039,127.0782468,125.42816570161895,,,,409237540,,,,
중랑천로2길,주거지 도로,37.5869867,127.0783243,37.5867363,127.0772715,37.5868615,127.07779790000001,96.85508498473969,,,,371238023,,,,
겸재로9길,주거지 도로,37.5869867,127.0783243,37.5878403,127.0782736,37.5874135,127.07829895,95.02119659346447,,,,409237540,,,,
