중점_위도,중점_경도,경사각,최근접_시설의_평균거리,열선여부,원본여부,예측_열선여부
37.5679339,127.0865742,5.365783470783612,108.83093031888036,0.0,1,1.0
37.53175865,127.06683975,3.2277761050485783,386.636771741657,0.0,1,1.0
37.55167395,127.0933179,4.402925418629961,109.79546781217384,0.0,1,1.0
37.55099325,127.09275875,4.330536620114672,128.73606159666477,0.0,1,1.0
37.55962835,127.0890377,3.4952805955363107,126.039515034453,0.0,1,1.0
37.55962605,127.08781505,3.4671023400842484,194.10843386787985,0.0,1,1.0
37.5693462,127.08835485,9.99512615194793,271.33070423290263,0.0,1,1.0
37.567704899999995,127.0892449,10.409572896822842,160.18904235203968,0.0,1,1.0
37.5700629,127.0876228,9.52640423756812,311.45679695405187,0.0,1,1.0
37.5693778,127.08401215,3.918198281378514,145.36355230306398,0.0,1,1.0
37.56877645,127.08415245,3.0618902478548233,113.86312313190456,0.0,1,1.0
37.5616962,127.08630715,2.339320659205403,84.45740270761796,0.0,1,1.0
37.560548,127.08802885,7.950718496183628,242.8680664022364,0.0,1,1.0
37.5600751,127.0896312,5.277931778492411,135.07172389485257,0.0,1,1.0
37.5599191,127.09173145,6.641508571127351,103.42568018972544,0.0,1,1.0
37.55928955,127.0934379,5.691467703083115,128.15661423001055,0.0,1,1.0
37.55928955,127.0934379,5.691467703083113,128.15661423001055,0.0,1,1.0
37.55953345,127.0921808,5.102405162984805,81.40786234788582,0.0,1,1.0
37.5559636,127.0917919,2.071277385253518,89.9563490697787,0.0,1,1.0
37.5505376,127.0963006,4.8368323939661035,170.070799251821,0.0,1,1.0
37.551514299999994,127.09621535,8.649349558282088,151.574871895632,0.0,1,1.0
37.5532281,127.09241165,1.067461855783163,12.079236126098763,0.0,1,1.0
37.5544158,127.0957322,4.42628771700489,172.1878238237426,0.0,1,1.0
37.55871435,127.0935579,5.00310393681187,133.26661059212356,0.0,1,1.0
37.54984355,127.09290805,15.783107243884652,253.94939771181296,0.0,1,1.0
37.55677455,127.09315785,6.366496627523706,160.98052527590872,0.0,1,1.0
37.5527984,127.07210265,1.972243958022596,80.4106809148131,0.0,1,1.0
37.55168015,127.06958725,6.250542445879947,135.13367880422177,0.0,1,1.0
37.54786609999999,127.10216345,1.4081530680111964,91.657594695981,0.0,1,1.0
37.55221115,127.07895785,3.459165075494196,308.46565470124204,0.0,1,1.0
