열선의_id,찾은_도로의_id,중점_위도,중점_경도,경사각,최근접_시설의_평균거리,시점_위도,시점_경도,종점_위도,종점_경도,길이,열선여부,행정동,주소,도로명_여부,행정구역
1,,37.6227175330825,127.031922724347,10.689512230533094,167.55537321398958,37.6228595616596,127.032133873521,37.6225755045054,127.031711575173,20,1,미아동,강북구 미아동 258-445,0,강북구
2,,37.63404550354775,127.0285266438215,0.5998682248048417,97.32775319674906,37.6340176960006,127.026899923535,37.6340733110949,127.030153364108,280,1,번동,강북구 번동 437-117,0,강북구
3,,37.6266014199756,127.010702922806,12.734163240873425,273.1657080279283,37.6273355335243,127.011314859585,37.6258673064269,127.010090986027,105,1,수유동,강북구 수유동 486-1176,0,강북구
4,,37.61633004118405,127.017599128867,2.907437396089041,135.87054827609322,37.6170464839465,127.015639860009,37.6156135984216,127.019558397725,200,1,미아동,강북구 삼양로19길 113,1,강북구
5,,37.6182391766241,127.015565747906,6.1686436370807884,102.96094888750886,37.6194318693017,127.015491635803,37.6170464839465,127.015639860009,130,1,미아동,강북구 삼양로27길 95,1,강북구
6,,37.6176501181972,127.03366849946848,4.805893757523165,64.06886723125713,37.616689463704,127.033899981641,37.6186107726904,127.033437017296,120,1,미아동,"강북구 오현로9길 25 (미아동, 우성그린맨션)",1,강북구
7,,37.6348728438176,127.028342234228,0.2403471425473329,128.09372631338002,37.6349062971176,127.028605994684,37.6348393905176,127.028078473772,90,1,번동,강북구 도봉로 316-1 (번동),1,강북구
8,,37.62481764673975,127.0300232028745,0.047516225491206,145.78992240148028,37.6255406414915,127.029677994408,37.624094651988,127.030368411341,160,1,미아동,강북구 도봉로46길 44,1,강북구
9,,37.6268386273847,127.028667812587,1.006561706501662,126.52405251843422,37.6269304430716,127.028461222374,37.6267468116978,127.0288744028,150,1,미아동,강북구 도봉로 131-1 (미아동),1,강북구
10,,37.62529916004025,127.01569738020252,5.422849220348099,204.74700073014816,37.6251645559503,127.014994851077,37.6254337641302,127.016399909328,290,1,미아동,강북구 솔매로 30-2 (미아동),1,강북구
11,,37.6232470950613,127.0147548812235,8.837794708986946,152.51939217709784,37.6235250649081,127.013191613208,37.6229691252145,127.016318149239,150,1,미아동,강북구 인수봉로12길 35,1,강북구
12,,37.62508212101635,127.013792664066,6.859400921614469,225.74875326197736,37.6249996860824,127.012590477055,37.6251645559503,127.014994851077,190,1,미아동,"강북구 솔매로 12 (미아동, 미향빌라)",1,강북구
13,,37.62352156161925,127.0317981312175,9.463053731986792,237.1546979538338,37.6224724589113,127.031271458473,37.6245706643272,127.032324803962,185,1,미아동,강북구 오패산로52가길 1,1,강북구
14,,37.62730874235935,127.0162133496825,2.2770045567513897,87.98374037950991,37.627201322889,127.015716753706,37.6274161618297,127.016709945659,70,1,미아동,강북구 삼양로63가길 7-9,1,강북구
