도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,행정동
갈현로4길,주거지 도로,37.6011668,126.913255,37.6013567,126.9125739,37.60126175,126.91291445,63.64102844234742,,,,"[378934477, 378934478]",,,,,역촌동
갈현로4길,주거지 도로,37.6011668,126.913255,37.6001034,126.9126602,37.600635100000005,126.9129576,130.35981435741562,,,,378934511,,,,,신사1동
연서로3길,주거지 도로,37.6011668,126.913255,37.6022321,126.9131731,37.60169945,126.91321405,119.07788218818014,,,,463182176,,,,,역촌동
갈현로2길,주거지 도로,37.6006792,126.9110884,37.6001034,126.9126602,37.6003913,126.9118743,161.1876438218868,,,,378934509,,,,,신사1동
갈현로4길,주거지 도로,37.6006792,126.9110884,37.6017643,126.9111329,37.60122175,126.91111065,120.723415459749,,,,463182598,,,True,,신사1동
연서로3길,주거지 도로,37.6029638,126.9111914,37.6027104,126.9118777,37.6028371,126.91153455,66.70327117311021,,,,462884643,,,,,역촌동
연서로5길,주거지 도로,37.6029638,126.9111914,37.6032186,126.911204,37.603091199999994,126.9111977,28.354242479558373,,,,463182599,,,True,,역촌동
연서로3길,주거지 도로,37.6029638,126.9111914,37.6032751,126.9104102,37.603119449999994,126.9108008,77.0631119746161,,,,462884643,,,,,역촌동
은평로3가길,주거지 도로,37.5996662,126.9139557,37.5992975,126.9141837,37.59948185,126.9140697,45.65390254690147,,,,463182600,,,,,신사1동
은평로3가길,주거지 도로,37.5996662,126.9139557,37.5997384,126.9135883,37.5997023,126.913772,38.975184970028735,,,,378934513,,,,,신사1동
갈현로4길,주거지 도로,37.5996662,126.9139557,37.6002924,126.9142936,37.5999793,126.91412465,78.82213876707888,,,,378934514,,,,,신사1동
갈현로2길,주거지 도로,37.6004484,126.9110774,37.6004701,126.9102787,37.60045925,126.91067805,70.40536809451913,,,,378934507,,,,,신사1동
갈현로2길,주거지 도로,37.6004484,126.9110774,37.6006792,126.9110884,37.6005638,126.9110829,25.6821152443586,,,,463182871,,,True,,신사1동
갈현로2길,주거지 도로,37.6004484,126.9110774,37.6003484,126.9120437,37.6003984,126.91156055,86.23641994737699,,,,378934507,,,,,신사1동
갈현로,주거지 도로,37.598735,126.9110067,37.5987898,126.9108349,37.5987624,126.9109208,16.31616801689873,,,,378938893,,,,,신사1동
은평로,주거지 도로,37.598735,126.9110067,37.5986429,126.9112387,37.59868895,126.9111227,22.861383892962937,,,,463183466,,,,,신사1동
갈현로2가길,주거지 도로,37.598735,126.9110067,37.5993856,126.9110288,37.5990603,126.91101775,72.38367208255777,,,,378934407,,,True,,신사1동
은평로3가길,주거지 도로,37.598735,126.9110067,37.5988853,126.9116235,37.59881015,126.9113151,57.00283255039883,,,,378938892,,,,,신사1동
갈현로1길,주거지 도로,37.5993725,126.9077446,37.599356,126.9081584,37.59936425,126.9079515,36.50169829604387,,,,378968736,,,,,신사1동
갈현로1길,주거지 도로,37.5993725,126.9077446,37.5999649,126.9077927,37.5996687,126.90776865,66.00812896302202,,,,463183467,,,,,신사1동
갈현로1길,주거지 도로,37.5993725,126.9077446,37.599486,126.9074423,37.59942925,126.90759345,29.887855670450985,,,,378968736,,,,,신사1동
