열선의_id,찾은_도로의_id,중점_위도,중점_경도,경사각,최근접_시설의_평균거리,시점_위도,시점_경도,종점_위도,종점_경도,길이,열선여부,행정동,주소,도로명_여부,행정구역
1,,37.5261878264237,126.9965161305455,0.2731527128533315,299.64154950221064,37.5260302095999,126.99697368869,37.5263454432475,126.996058572401,110,1,동빙고동,용산구 동빙고동 1-2,0,용산구
2,,37.5362447310251,126.95355199298852,4.117316836062974,147.57714346819978,37.5370842586612,126.953832975359,37.535405203389,126.953271010618,435,1,산천동,용산구 산천동 207,0,용산구
3,,37.5358279768652,126.951994934352,1.9042046962908752,143.26889882126713,37.535532699832,126.953056072037,37.5361232538984,126.950933796667,345,1,산천동,용산구 산천동 201,0,용산구
4,,37.53417763941965,126.9999851694595,5.669401306891827,166.92153018405787,37.5335715362552,127.001102439027,37.5347837425841,126.998867899892,470,1,한남동,용산구 한남동 732-240,0,용산구
5,,37.5461118618304,126.973198459515,4.6216496767228765,158.02664540007564,37.5457516455738,126.973212393906,37.546472078087,126.973184525124,90,1,갈월동,용산구 갈월동 34-4,0,용산구
6,,37.548219662024195,126.965106591237,0.8975238646929679,82.56463668442635,37.5480300702135,126.965185666987,37.5484092538349,126.965027515487,120,1,청파동1가,용산구 청파동1가 89-72,0,용산구
7,,37.535853472603804,126.949941879218,0.492199442299224,121.76133894416871,37.535545686893,126.94833844229,37.5361612583146,126.951545316146,230,1,산천동,용산구 새창로8길 157,1,용산구
8,,37.534881350175,127.0094591453005,3.089593822879781,213.48110712800153,37.5349979602561,127.008639783691,37.5347647400939,127.01027850691,44,1,한남동,용산구 한남대로20길 47,1,용산구
9,,37.5469282613105,126.966989731139,8.948565793027436,197.25182037186113,37.5466331314035,126.966962136966,37.5472233912175,126.967017325312,70,1,청파동2가,용산구 효창원로86라길 8 (청파동2가),1,용산구
10,,37.5375826039554,127.0118804811605,5.6197067114019985,173.48626742184177,37.5378106641032,127.012159762543,37.5373545438076,127.011601199778,225,1,한남동,용산구 독서당로 129,1,용산구
11,,37.54381596889495,126.9903405154055,7.897959003062933,469.22329653779144,37.5433914870279,126.990083310522,37.544240450762,126.990597720289,324,1,이태원동,용산구 소월로38길 30-32,1,용산구
12,,37.54256797007285,126.984252369994,6.290657651886152,229.951874289225,37.5434592898007,126.983958548185,37.541676650345,126.984546191803,230,1,용산동2가,용산구 신흥로3가길 66,1,용산구
13,,37.52868206105535,127.004903685117,9.438879850826376,370.57361642958847,37.5283743260401,127.005937416925,37.5289897960706,127.003869953309,200,1,한남동,용산구 장문로49길 16 (한남동),1,용산구
14,,37.5470733538651,126.96357357198,5.590825215202967,109.16943282439088,37.546841806299,126.963603219593,37.5473049014312,126.963543924367,300,1,청파동2가,용산구 효창원로 228,1,용산구
15,,37.53557833076075,127.0109241577695,3.741894138945617,140.79524967254798,37.5355547558041,127.011073220662,37.5356019057174,127.010775094877,180,1,한남동,용산구 독서당로 103,1,용산구
16,,37.5374605758837,126.9897087863705,12.403928103468136,214.81011809973893,37.5378788064556,126.989033359409,37.5370423453118,126.990384213332,390,1,이태원동,용산구 녹사평대로46가길 27-40,1,용산구
17,,37.5419249605234,126.9627307695275,5.367792674240363,128.79480051396695,37.5416783175446,126.962320543272,37.5421716035022,126.963140995783,80,1,효창동,용산구 효창원로72길 6,1,용산구
18,,37.55087091194165,126.963962544298,7.355880378050007,150.15777742455165,37.5508420507289,126.963866649642,37.5508997731544,126.964058438954,64,1,서계동,용산구 효창원로104길 3,1,용산구
19,,37.54074137795335,126.9964083569165,6.256560296921926,418.39271758763135,37.5407422754533,126.996293282177,37.5407404804534,126.996523431656,100,1,이태원동,용산구 회나무로44길 2 (이태원동),1,용산구
20,,37.54611222132135,126.9852184604605,2.826497043538529,165.29738722966582,37.5462583133585,126.985178825879,37.5459661292842,126.985258095042,130,1,용산동2가,용산구 소월로20길 10,1,용산구
