중점_위도,중점_경도,경사각,최근접_시설의_평균거리,열선여부,원본여부
37.5461277,127.0999016,2.4876818799485076,204.50520854003568,0,1
37.5460239,127.09791275,5.209766512591788,192.04390246513614,0,1
37.54474485,127.09749025,2.883715438251337,176.35689319403662,0,1
37.5335077,127.0757718,0.5079537800735575,248.6739497829456,0,1
37.5328984,127.0755988,0.32109956646978,210.73421574908093,0,1
37.5380958,127.077132,0.5399943558760782,198.6885853353478,0,1
37.5377165,127.0770318,1.2676012283630336,193.83408803790152,0,1
37.54429905,127.0905724,0.8338373008639082,155.7966013973631,0,1
37.548048949999995,127.0704783,0.0062857599383554,259.8610519783634,0,1
37.547746149999995,127.0704134,0.1377027986589225,275.83067642451687,0,1
37.5543083,127.0750724,0.3233026642267426,174.7914544719349,0,1
37.55433345,127.0750387,0.1530539396541449,173.78105483643634,0,1
37.5542186,127.07489665,0.4004133557768422,168.04571142863338,0,1
37.56010705,127.09505165,12.405795309435346,265.80561478663356,0,1
37.55962460000001,127.09490915,4.4170561999666464,223.82540948220267,0,1
37.55994365,127.0947235,2.4113040311707423,243.88957261975852,0,1
37.5610999,127.09547585,2.473642185942777,366.58574010238317,0,1
37.5605923,127.095207,2.5630911507628564,312.24507025222596,0,1
37.5634732,127.07992825,1.569747847731727,246.79032600562047,0,1
37.562920250000005,127.07962935,2.0092947805655426,250.71345553185358,0,1
37.53609965,127.0834098,0.5564264701191783,264.58858993921797,0,1
37.5416322,127.0832476,2.9669470181528284,130.2846480671622,0,1
37.542414949999994,127.0846255,0.5443804245073632,138.22541299914084,0,1
37.54367925,127.0842867,0.7618809570848674,167.13299671793519,0,1
37.54435435,127.08589325,0.2403791155296826,199.88011704795662,0,1
37.54696835,127.0869605,2.0514937294300397,86.30876548645605,0,1
37.548749,127.08890765,1.1306809768070705,185.21875406186456,0,1
37.5483554,127.08944765,2.419085234106912,165.59697757952964,0,1
37.54980745,127.0899278,1.1793895815184636,261.8353698381521,0,1
37.54934875,127.0905713,2.221240909069309,263.774153290883,0,1
37.550346950000005,127.08988895,0.0152044315595042,251.8566486435036,0,1
37.5535198,127.08930485,0.9287036396476028,256.02730607272593,0,1
37.55333505,127.0880445,1.480791037127956,172.94516971638433,0,1
37.55535995,127.08288235,0.9065670615465026,189.61262979270623,0,1
37.55711115,127.0784504,0.504682571027119,323.50866002538095,0,1
