Unnamed: 0,도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,시작점_고도,종료점_고도,고도의_차이,경사각,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,최근접_시설들_거리,최근접_시설의_평균거리
0,"['광장앞지하차도', '광장로']",3차로,37.5455088,127.0977724,37.5467466,127.1020308,37.5461277,127.0999016,39.83039855957031,21.12525939941406,18.705139160156257,2.4876818799485076,430.54218504196183,yes,,,"[175320385, 175320419, 175320429]",,,,,"161.263140913842 ,192.74608192097668 ,212.56085811564094 ,251.45075320968309 ,297.09959149185175",223.0240851303989
1,워커힐로,주거지 도로,37.5455088,127.0977724,37.546539,127.0980531,37.5460239,127.09791275,39.83039855957031,50.53133392333984,10.700935363769524,5.209766512591788,117.36183974184226,,,,516647748,,,,,"60.86549740212872 ,108.06692104928125 ,198.21191540529796 ,401.03127600383664 ,371.5145298893788",227.9380279499847
2,워커힐로,주거지 도로,37.5455088,127.0977724,37.5439809,127.0972081,37.54474485,127.09749025,39.83039855957031,30.9041576385498,8.926240921020511,2.883715438251337,177.20334168537653,,,,516647752,,,,,"69.90795389142879 ,87.89510188973378 ,109.71172178212933 ,437.91279521285463 ,507.9466124857075",242.67483705237078
3,자양번영로,3차로,37.5331998,127.0756803,37.5338156,127.0758633,37.5335077,127.0757718,15.15959644317627,15.78329467773438,0.6236982345581108,0.5079537800735575,70.3495902668054,,,,37401581,30.0,4.0,,,"216.81744340502456 ,249.3057238798358 ,242.22486876715325 ,286.34776307976875 ,306.71578778421264",260.28231738319903
4,자양번영로,3차로,37.5331998,127.0756803,37.532597,127.0755173,37.5328984,127.0755988,15.15959644317627,14.77540969848633,0.3841867446899396,0.32109956646978,68.55209680436543,,,,516723466,,,,,"153.50381349797124 ,179.71660579803145 ,217.03926470354185 ,292.6771789967792 ,307.6064252967213",230.108657658609
5,,3차로,37.5380336,127.0771393,37.538158,127.0771247,37.5380958,127.077132,18.76070594787598,18.89164161682129,0.1309356689453089,0.5399943558760782,13.892439824331609,,,,516723477,,,,,"166.850992808996 ,183.27069498520038 ,222.56575247229313 ,222.06690107490152 ,253.9494219562886",209.74075265953599
6,자양번영로,3차로,37.5380336,127.0771393,37.5373994,127.0769243,37.5377165,127.0770318,18.76070594787598,17.14471054077148,1.6159954071044993,1.2676012283630336,73.03133474145415,,,,37401581,30.0,4.0,,,"153.6372984629068 ,189.7296882040539 ,215.43133728511827 ,216.53802819952702 ,216.87782791042483",198.4428360124062
7,구의로,3차로,37.5446885,127.09067,37.5439096,127.0904748,37.54429905,127.0905724,24.63214492797852,23.3469123840332,1.2852325439453196,0.8338373008639082,88.30643765024925,,,,516647756,,,,,"54.898661203267665 ,119.83813556308445 ,200.21226365866158 ,248.23734516443872 ,300.51328850108115",184.7399388181067
8,군자로,3차로,37.5480112,127.0704657,37.5480867,127.0704909,37.548048949999995,127.0704783,13.94673538208008,13.94578266143799,0.0009527206420898,0.0062857599383554,8.684211958948088,,,,175357606,,,,,"148.52177217616915 ,281.5155511483989 ,312.34608661209137 ,297.06079797679394 ,355.76412239112653",279.04166606091604
9,군자로,주거지 도로,37.5480112,127.0704657,37.5474811,127.0703611,37.547746149999995,127.0704134,13.94673538208008,14.09012413024902,0.1433887481689399,0.1377027986589225,59.661490990463015,,,,37400386,,,,,"173.46322881441938 ,270.31959048876763 ,313.1413685004407 ,346.3985178944397 ,364.8007884990886",293.62469883943123
10,군자로,3차로,37.5542858,127.0750215,37.5543308,127.0751233,37.5543083,127.0750724,16.05854606628418,16.11652374267578,0.0579776763916015,0.3233026642267426,10.274709349783574,,,,37399478,,,,,"16.480642222701015 ,212.15759680073887 ,228.86062048781264 ,241.66695837648706 ,271.8422181891884",194.2016072153856
11,면목로,3차로,37.5542858,127.0750215,37.5543811,127.0750559,37.55433345,127.0750387,16.05854606628418,16.02910232543945,0.0294437408447301,0.1530539396541449,11.022245324602157,,,,1149812479,,,,,"20.249436318614883 ,208.84694666188182 ,225.05451248249645 ,240.9733238827522 ,267.76911118609496",192.57866610636808
12,군자로,3차로,37.5542858,127.0750215,37.5541514,127.0747718,37.5542186,127.07489665,16.05854606628418,15.87260627746582,0.1859397888183593,0.4004133557768422,26.60598491549704,,,,175357606,,,,,"31.524565124455847 ,198.53060950818352 ,223.28247652753979 ,218.84519455435438 ,269.04323544513767",188.24521623193422
13,긴고랑로46길,주거지 도로,37.5601059,127.0948625,37.5601082,127.0952408,37.56010705,127.09505165,41.08017730712891,48.41543579101562,7.335258483886704,12.405795309435346,33.34658603550324,,,,381407814,,,,,"223.267728875861 ,265.77777994630736 ,265.77777994630736 ,308.3991703780584 ,324.50014919870813",277.5445216690485
14,긴고랑로44길,주거지 도로,37.5601059,127.0948625,37.5591433,127.0949558,37.55962460000001,127.09490915,41.08017730712891,49.37260055541992,8.292423248291009,4.4170561999666464,107.35186804155556,,,,417065473,,,,,"181.02548041947992 ,216.71995402867898 ,216.71995402867898 ,280.8362494519728 ,304.51824928929534",239.96397744362122
15,긴고랑로,주거지 도로,37.5601059,127.0948625,37.5597814,127.0945845,37.55994365,127.0947235,41.08017730712891,39.24346160888672,1.8367156982421944,2.4113040311707423,43.61702999121711,,,,516648939,,,,,"189.66497728650995 ,255.4891866655467 ,255.4891866655467 ,274.91493986143075 ,292.5100033109994",253.6136587580067
16,긴고랑로,주거지 도로,37.5601059,127.0948625,37.5620939,127.0960892,37.5610999,127.09547585,41.08017730712891,52.28463745117188,11.204460144042969,2.473642185942777,259.3622358782486,,,,37399188,,,,,"329.66357962888867 ,371.4923922717926 ,371.4923922717926 ,393.6945962370586 ,397.8784273021225",372.84427754233104
17,긴고랑로45길,주거지 도로,37.5601059,127.0948625,37.5610787,127.0955515,37.5605923,127.095207,41.08017730712891,47.52799224853516,6.44781494140625,2.5630911507628564,144.03940273989323,,,,238270322,,,,,"271.16696893169757 ,317.00105952541776 ,317.00105952541776 ,343.8111930263708 ,353.22137001523646",320.44033020482806
18,면목로,3차로,37.56316,127.07976,37.5637864,127.0800965,37.5634732,127.07992825,15.52191257476807,17.59653091430664,2.0746183395385707,1.569747847731727,75.70459977924126,,,,175357616,,,,,"138.09622377012963 ,246.8480968625713 ,293.5735851018768 ,308.6433982879041 ,349.65495188685577",267.3632511818675
19,면목로,3차로,37.56316,127.07976,37.5626805,127.0794987,37.562920250000005,127.07962935,15.52191257476807,17.55953979492188,2.0376272201538086,2.0092947805655426,58.079868439412216,,,,218790203,,,,,"89.98080154064361 ,243.2685131052111 ,312.3793612941981 ,357.2251461873616 ,389.50052833217217",278.4708700919173
20,자양로15길,주거지 도로,37.536232,127.0836367,37.5359673,127.0831829,37.53609965,127.0834098,16.08351898193359,16.56797790527344,0.4844589233398508,0.5564264701191783,49.883642337169434,,,,174699420,,,,,"227.48809847209833 ,261.60426733638144 ,280.54906016095913 ,288.712933787433 ,309.89755012281887",273.6503819759381
21,,주거지 도로,37.5413994,127.0837515,37.541865,127.0827437,37.5416322,127.0832476,18.52116012573242,24.13931846618652,5.618158340454102,2.9669470181528284,108.39728123958076,,,,1206937738,,,,,"81.43866936479635 ,99.49162711153006 ,131.7557938990768 ,208.45250189324562 ,251.688606643718",154.56543978247336
22,자양로28길,주거지 도로,37.5425244,127.0842191,37.5423055,127.0850319,37.542414949999994,127.0846255,21.65168762207031,20.93257331848145,0.7191143035888601,0.5443804245073632,75.68415927484246,,,,175320402,30.0,1.0,True,,"80.80644347417915 ,64.88748959216315 ,176.45907810886735 ,230.74864082135375 ,231.74471407557934",156.92927321442852
23,자양로,주거지 도로,37.54359,127.08468,37.5437685,127.0838934,37.54367925,127.0842867,21.9696044921875,22.92889976501465,0.9592952728271484,0.7618809570848674,72.13768812008632,,,,175320305,,,,,"48.35862048716841 ,150.04121005480937 ,224.3454115341059 ,245.78674479565706 ,265.1693388403956",186.7402651424273
24,자양로32길,주거지 도로,37.5444287,127.0850361,37.54428,127.0867504,37.54435435,127.08589325,21.93979835510254,22.57787895202637,0.6380805969238317,0.2403791155296826,152.08938019922988,,,,175320459,,,,,"156.91103242575878 ,193.9747181550442 ,205.54934990880355 ,243.0853677022199 ,272.7767915978161",214.4594519579285
25,자양로35길,주거지 도로,37.546813,127.0871807,37.5471237,127.0867403,37.54696835,127.0869605,23.23833656311035,25.10017395019531,1.8618373870849576,2.0514937294300397,51.97668034932426,,,,193242045,,,,,"39.973520333690665 ,53.24239363193209 ,86.71068165036674 ,165.30846632983474 ,218.83946358376687",112.8149051059182
26,자양로39길,주거지 도로,37.5485615,127.0891638,37.5489365,127.0886515,37.548749,127.08890765,24.74227714538574,25.95552825927734,1.2132511138916016,1.1306809768070705,61.471932188182855,,,,175320396,30.0,1.0,,,"169.2118632857586 ,182.12476934872785 ,194.76919180648585 ,194.76919180648585 ,239.71845294838423",196.1186938391685
27,자양로40길,주거지 도로,37.5485615,127.0891638,37.5481493,127.0897315,37.5483554,127.08944765,24.74227714538574,27.60931587219238,2.8670387268066406,2.419085234106912,67.86515636025018,,,,175320433,30.0,1.0,,,"129.57307404969833 ,132.58911109533034 ,204.44062271073423 ,195.78510246235564 ,259.4355252223131",184.36468710808634
28,자양로41길,주거지 도로,37.5495481,127.0902943,37.5500668,127.0895613,37.54980745,127.0899278,27.33036041259766,29.11361503601074,1.7832546234130788,1.1793895815184636,86.61983650134609,,,,175320404,30.0,,,,"234.43354202264211 ,234.43354202264211 ,281.1079481548217 ,297.36644715250236 ,296.48473055012795",268.7652419805473
29,자양로42길,주거지 도로,37.5495481,127.0902943,37.5491494,127.0908483,37.54934875,127.0905713,27.33036041259766,29.8924560546875,2.56209564208984,2.221240909069309,66.0548415926319,,,,175320428,30.0,,,,"210.835220930913 ,263.22919523392244 ,270.5780557563428 ,310.4541412423539 ,337.1036241879051",278.4400474702874
30,천호대로132길,주거지 도로,37.5506271,127.0902166,37.5500668,127.0895613,37.550346950000005,127.08988895,29.13616180419922,29.11361503601074,0.0225467681884801,0.0152044315595042,84.96434894526595,,,,175320436,,,,,"235.3044252997899 ,235.3044252997899 ,268.50620284078923 ,268.3115411336454 ,299.68318559232216",261.4219560332673
31,천호대로127길,주거지 도로,37.5533477,127.0887981,37.5536919,127.0898116,37.5535198,127.08930485,33.53630828857422,35.11449432373047,1.57818603515625,0.9287036396476028,97.35665516315323,,,,381407768,,,,,"233.54999466538214 ,230.092369515894 ,267.4691267724756 ,292.99773333715194 ,265.05421724034557",257.83268830624985
32,천호대로122길,주거지 도로,37.5536011,127.0882185,37.553069,127.0878705,37.55333505,127.0880445,32.31446838378906,30.59161186218262,1.7228565216064418,1.480791037127956,66.64709990009779,,,,417136975,,,,,"137.84061324267702 ,164.01814989586302 ,164.11873591725492 ,225.80317980974232 ,265.35450745749813",191.4270372646071
33,천호대로114길,주거지 도로,37.5556426,127.0830546,37.5550773,127.0827101,37.55535995,127.08288235,18.03408241271973,19.13874816894531,1.1046657562255788,0.9065670615465026,69.80995266732423,,,,175320458,,,,,"98.2919052236425 ,183.46957726149103 ,216.84868189893123 ,259.84035478676014 ,271.2440751392371",205.9389188620124
34,군자로,3차로,37.557395,127.0786804,37.5568273,127.0782204,37.55711115,127.0784504,14.86245155334473,15.52370452880859,0.6612529754638601,0.504682571027119,75.06901764140412,,,,37399478,,,,,"123.71434263906752 ,301.4570335428996 ,415.2417122529035 ,453.62155166665315 ,424.2085639324937",343.6486408068035
35,면목로,3차로,37.5580747,127.0769544,37.5582076,127.0770318,37.55814115,127.0769931,14.46041297912598,14.25701999664307,0.2033929824829101,0.715925647870484,16.27676422995455,,,,1149812480,,,,,"191.17414181826538 ,187.97931937309835 ,347.89890987766984 ,457.8832940986769 ,423.3561487929809",321.6583627921383
36,면목로,3차로,37.5580747,127.0769544,37.5576172,127.076699,37.55784595,127.0768267,14.46041297912598,14.81845664978027,0.3580436706542897,0.3687342966572415,55.63384848694662,,,,1149812479,,,,,"227.0372264589688 ,204.31656807006837 ,383.3793861481547 ,422.04906216055724 ,393.7682795639666",326.1101044803431
37,동일로,주거지 도로,37.563293,127.0760044,37.5630542,127.076684,37.5631736,127.0763442,14.25532150268555,15.07285594940186,0.8175344467163104,0.7146721315298841,65.53892623109502,,,,380764186,,,,,"81.48402511840547 ,205.3618557404435 ,264.58402951584446 ,398.53620210105066 ,453.3394367111967",280.66110983738815
38,동일로74길,주거지 도로,37.5673628,127.0782525,37.5671028,127.0789829,37.5672328,127.0786177,14.38374519348145,17.44588088989258,3.062135696411131,2.4846066860799954,70.56950438834609,,,,380722335,,,,,"182.37438440464243 ,195.50562817238378 ,236.50568899168834 ,309.1319668523289 ,379.2761812411186",260.5587699324324
39,동일로26길,주거지 도로,37.5455937,127.0659888,37.5453519,127.0667118,37.5454728,127.0663503,10.84312534332275,13.2146053314209,2.37147998809815,1.9633050362475717,69.18059471315131,,,,255631684,,,,,"170.24711088867386 ,184.5321969780777 ,227.04110984550084 ,325.7297789353662 ,487.43930751829976",278.9979008331837
40,동일로30길,주거지 도로,37.547704,127.0671768,37.5476284,127.067994,37.5476662,127.0675854,11.73221874237061,12.33743667602539,0.6052179336547798,0.4770792344017782,72.68317164250428,,,,381409375,,,,,"168.88819411273974 ,229.13199198845996 ,315.5516746501938 ,341.23509244794104 ,458.72013161857575",302.705416963582
